"Key","SourceKind","CallCount","TemplateCount","ExampleUses","Status"
"NQ09","item","3","3","117567 Clan (OnEnter, requested QL 1) | 117568 Neutral (OnEnter, requested QL 1) | 117569 Omni-Tek (OnEnter, requested QL 1)","No capture and no unique client-data inference"
"NQ10","item","3","3","117567 Clan (OnEnter, requested QL 1) | 117568 Neutral (OnEnter, requested QL 1) | 117569 Omni-Tek (OnEnter, requested QL 1)","No capture and no unique client-data inference"
"NQ11","item","3","3","117567 Clan (OnEnter, requested QL 1) | 117568 Neutral (OnEnter, requested QL 1) | 117569 Omni-Tek (OnEnter, requested QL 1)","No capture and no unique client-data inference"
"NQ12","item","3","3","117567 Clan (OnEnter, requested QL 1) | 117568 Neutral (OnEnter, requested QL 1) | 117569 Omni-Tek (OnEnter, requested QL 1)","No capture and no unique client-data inference"
"NRZP","item","1","1","301804 Sealed Nano Crystal (Gingerleet) (OnUse, requested QL 1)","No capture and no unique client-data inference"
"NTCB","item","1","1","300892 Keeper Nanoprogram Container (OnUse, requested QL 1)","Retail sniff required: normal versus damaged crystal"
"NTNE","item","1","1","302080 Sealed Profession Nanodeck (OnUse, requested QL 1)","No capture and no unique client-data inference"
"NTRS","item","1","1","263975 Restraining Mine Layer (OnUse, requested QL 1)","No capture and no unique client-data inference"
"NTRV","item","1","1","302054 Sealed Amorous Shortbow (OnUse, requested QL 1)","No capture and no unique client-data inference"
"NTSR","item","3","1","286436 Box of Stuff (OnUse, requested QL 300) | 286436 Box of Stuff (OnUse, requested QL 250) | 286436 Box of Stuff (OnUse, requested QL 200)","No capture and no unique client-data inference"
"NUTO","nano-only","1","1","276657 Numbing Toxin (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"NUTX","nano-only","1","1","276657 Numbing Toxin (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"NVCK","item","1","1","286463 Quark Building Template Containment Field (OnUse, requested QL 300)","No capture and no unique client-data inference"
"NWMY","item","1","1","305232 Box of Things and Garbage (OnUse, requested QL 100)","No capture and no unique client-data inference"
"O7IG","item","1","1","305232 Box of Things and Garbage (OnUse, requested QL 160)","No capture and no unique client-data inference"
"OAFI","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OAKP","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OAMI","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OAMP","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OAMR","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OANA","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OBAE","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OBAT","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OBDC","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OBFE","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OBLE","item","3","1","286429 Box of Stuff (OnUse, requested QL 300) | 286429 Box of Stuff (OnUse, requested QL 275) | 286429 Box of Stuff (OnUse, requested QL 250)","No capture and no unique client-data inference"
"OBMI","item","4","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OBTD","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OCCE","item","3","2","295820 TESTLIVEITEM: StarterPack (OnUse, requested QL 100) | 295820 TESTLIVEITEM: StarterPack (OnUse, requested QL 100) | 304170 Box of Guns (OnUse, requested QL 100)","No capture and no unique client-data inference"
"OCER","item","4","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"ODAT","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"ODYK","item","1","1","280866 Wearable: Vortexx_Rings (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"OEEF","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OEHT","item","1","1","262955 Omni-Tek Award - Triumphant Flags of Glory and Redemption (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OEKS","item","4","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OELR","item","1","1","231156 Sealed Letter - Unredeemed (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OEMH","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OFAT","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OFEG","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OFEI","item","4","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OFSA","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OFSD","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OFTA","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OGEO","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OHJG","item","1","1","288328 Placard - It (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OHST","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OHSU","item","4","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OIGI","item","1","1","286465 Quark Building Template Containment Field (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OIHO","item","24","17","99719 Omni-Tek Award - Basic Board (OnUse, requested QL 1) | 99719 Omni-Tek Award - Basic Board (OnUse, requested QL 2) | 99720 Omni-Tek Award - Ribbon of Strife (OnUse, requested QL 2)","No capture and no unique client-data inference"
"OIIB","item","1","1","263974 Immobilization Mine Layer (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OILS","item","2","2","270395 Gift Wrapped Omni-Pol Costume (OnUse, requested QL 1) | 270396 Gift Wrapped Omni-Pol Costume (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OINN","item","1","1","291452 Equipment Pack (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OINO","item","1","1","291452 Equipment Pack (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OKDH","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OLCA","item","1","1","252026 Folded Cardboard Box (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OMAC","item","2","2","285315 Transfer Password Information (OnUse, requested QL 1) | 286423 Equipment Pack (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OMAY","item","2","2","285315 Transfer Password Information (OnUse, requested QL 1) | 286423 Equipment Pack (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OMGU","item","4","1","286433 Box of Stuff (OnUse, requested QL 300) | 286433 Box of Stuff (OnUse, requested QL 275) | 286433 Box of Stuff (OnUse, requested QL 200)","No capture and no unique client-data inference"
"OMID","item","1","1","296579 Omni-Tek Identification Card (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"OMLS","item","2","2","270395 Gift Wrapped Omni-Pol Costume (OnUse, requested QL 1) | 270396 Gift Wrapped Omni-Pol Costume (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OMMD","item","2","2","297054 Vacuum Packed Omni-Med Suit (OnUse, requested QL 1) | 304006 Vacuum Packed Omni-Med Suit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OMME","item","6","3","273043 TESTLIVEITEM: StarterPack (OnUse, requested QL 1) | 273043 TESTLIVEITEM: StarterPack (OnUse, requested QL 1) | 297054 Vacuum Packed Omni-Med Suit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OMMU","item","3","3","273043 TESTLIVEITEM: StarterPack (OnUse, requested QL 1) | 297054 Vacuum Packed Omni-Med Suit (OnUse, requested QL 1) | 304006 Vacuum Packed Omni-Med Suit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OMRS","item","1","1","263975 Restraining Mine Layer (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OMSW","item","1","1","286465 Quark Building Template Containment Field (OnUse, requested QL 300)","No capture and no unique client-data inference"
"ONCK","item","1","1","286465 Quark Building Template Containment Field (OnUse, requested QL 300)","No capture and no unique client-data inference"
"ONEC","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"ONEU","item","2","2","152413 Counterfeit Omni Epaulet (OnUse, requested QL 1) | 152414 Counterfeit Omni Epaulet (OnUse, requested QL 200)","No capture and no unique client-data inference"
"ONJN","item","2","2","303461 Vacuum Packed Stripped Silencer Armor (OnUse, requested QL 1) | 303462 Vacuum Packed Stripped Silencer Armor (OnUse, requested QL 220)","No capture and no unique client-data inference"
"ONLS","item","2","2","270395 Gift Wrapped Omni-Pol Costume (OnUse, requested QL 1) | 270396 Gift Wrapped Omni-Pol Costume (OnUse, requested QL 1)","No capture and no unique client-data inference"
"ONMD","item","3","3","273043 TESTLIVEITEM: StarterPack (OnUse, requested QL 1) | 297054 Vacuum Packed Omni-Med Suit (OnUse, requested QL 1) | 304006 Vacuum Packed Omni-Med Suit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"ONMU","item","3","3","273043 TESTLIVEITEM: StarterPack (OnUse, requested QL 1) | 297054 Vacuum Packed Omni-Med Suit (OnUse, requested QL 1) | 304006 Vacuum Packed Omni-Med Suit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"ONNC","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"ONST","item","1","1","117569 Omni-Tek (OnEnter, requested QL 1)","No capture and no unique client-data inference"
"OONO","item","4","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OORU","item","1","1","246890 Spirit Shroud of the Exterminator Unit (OnUse, requested QL 200)","No capture and no unique client-data inference"
"OOSL","item","4","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OOTI","item","1","1","302330 Odonoptera's T-shirt Spawner (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OPKR","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OPLI","item","2","2","270395 Gift Wrapped Omni-Pol Costume (OnUse, requested QL 1) | 270396 Gift Wrapped Omni-Pol Costume (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OPLR","item","1","1","231140 Sealed Letter - Redeemed (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OQSP","item","2","2","259929 Winter Survival Kit (OnUse, requested QL 1) | 289248 Winter Survival Kit (Replica) (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OQZC","item","1","1","270374 Gift Wrapped Champion's Costume (OnUse, requested QL 1)","No capture and no unique client-data inference"
"ORBT","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"ORSH","item","1","1","270406 Gift Wrapped Footwear Assortment (OnUse, requested QL 1)","No capture and no unique client-data inference"
"ORSP","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"ORTS","item","4","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OSCO","item","51","1","287772 Use Item: Power Ups (OnUse, requested QL 1) | 287772 Use Item: Power Ups (OnUse, requested QL 1) | 287772 Use Item: Power Ups (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OSIN","item","2","1","286426 Box of Stuff (OnUse, requested QL 300) | 286426 Box of Stuff (OnUse, requested QL 250)","No capture and no unique client-data inference"
"OSSO","item","1","1","286465 Quark Building Template Containment Field (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OTNP","item","1","1","291452 Equipment Pack (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OTPE","item","1","1","305232 Box of Things and Garbage (OnUse, requested QL 160)","No capture and no unique client-data inference"
"OUBC","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OUBR","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OUDY","item","2","2","202328 Lootgiver Type D (OnWear, requested QL 1) | 202329 Lootgiver Type D (OnWear, requested QL 400)","No capture and no unique client-data inference"
"OUGP","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"OVA2","item","1","1","295830 NPE Playfield Item (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OVSH","item","1","1","303443 Bundle of Opulence (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OWM6","item","1","1","304170 Box of Guns (OnUse, requested QL 26)","No capture and no unique client-data inference"
"OWMQ","item","2","2","273045 TESTLIVEITEM: StarterPack (OnUse, requested QL 22) | 304170 Box of Guns (OnUse, requested QL 22)","No capture and no unique client-data inference"
"OXES","item","1","1","263976 Explosive Mine Layer (OnUse, requested QL 1)","No capture and no unique client-data inference"
"OZ3J","item","2","2","301867 Restock Ammo (Level OP-CCXL) (OnUse, requested QL 1) | 304370 ZZZ (OnUse, requested QL 1)","No capture and no unique client-data inference"
"P9XG","item","1","1","289644 TESTLIVE ITEM: Tier Armor Dispenser (OnUse, requested QL 160)","No capture and no unique client-data inference"
"PAAF","item","1","1","290636 Phil and the Gofles page 1174 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PAGS","item","1","1","272604 Phasefront Hoverboard Mega Collection (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PAGT","item","1","1","272604 Phasefront Hoverboard Mega Collection (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PAHO","item","1","1","272605 Phasefront Mega Collection (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PALM","item","1","1","301801 Sealed Phasefront Loungemaster - Koleda (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PANY","item","1","1","303442 Leet Bundle (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PAPC","item","1","1","259199 Protest Placard - Leet is Murder! (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PAPD","item","1","1","259203 Protest Placard - Why? (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PAPN","item","1","1","270387 Gift Wrapped Pirate Costume (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PASE","item","1","1","270387 Gift Wrapped Pirate Costume (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PASS","item","1","1","270387 Gift Wrapped Pirate Costume (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PAUO","item","1","1","270397 Gift Wrapped Parade Uniform (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PBBE","item","1","1","303476 Heckler Juice Bundle (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PBBV","item","1","1","303476 Heckler Juice Bundle (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PBCO","item","1","1","288687 Plasma Cannon Barrel (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PBOF","item","2","2","304561 Sealed Prototype Ofab Weapons - Close Quarters (OnUse, requested QL 1) | 304562 Sealed Prototype Ofab Weapons - Close Quarters (OnUse, requested QL 220)","No capture and no unique client-data inference"
"PBP5","item","1","1","304005 Sealed Symbiant and Spirit Package (OnUse, requested QL 215)","No capture and no unique client-data inference"
"PCBS","item","1","1","294761 Self-Deploying Picnic Basket (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PCCY","item","1","1","302042 Sealed Executive Carnation Pink Suit with Trousers (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PCOH","item","3","1","286431 Box of Stuff (OnUse, requested QL 300) | 286431 Box of Stuff (OnUse, requested QL 275) | 286431 Box of Stuff (OnUse, requested QL 250)","No capture and no unique client-data inference"
"PCOI","item","1","1","290602 Pronouncement of Magnanimity (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PCOM","item","1","1","290602 Pronouncement of Magnanimity (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PCON","item","1","1","290602 Pronouncement of Magnanimity (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PCOT","item","1","1","267393 Litter Pile (OnUseItemOn, requested QL 1)","No capture and no unique client-data inference"
"PCOY","item","1","1","290602 Pronouncement of Magnanimity (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PCPA","item","1","1","259204 Protest Placard - Why Not? (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PCPC","item","1","1","259205 Protest Placard - Abandon SL! (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PCPD","item","1","1","288329 Placard - My Leet Ate My Homework (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PCPR","item","1","1","259208 Protest Placard - Omni-Tek Protects! (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PCWL","item","1","1","272603 Phasefront Hoverbike Mega Collection (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PDAT","item","1","1","290639 Phil and the Gofles page 1397 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PDCB","current-client item","1","1","306119 Vacuum Packed Preserved Colonist Armor (OnUse, requested QL 1)","No capture; current RDB record is newer than items.ocp"
"PDCO","current-client item","1","1","306119 Vacuum Packed Preserved Colonist Armor (OnUse, requested QL 1)","No capture; current RDB record is newer than items.ocp"
"PDCS","item","14","14","303434 Temple Explorer Pack (OnUse, requested QL 60) | 303435 Biomare Explorer Pack (OnUse, requested QL 100) | 303436 Initial Outzone Explorer Pack (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PDCT","current-client item","1","1","306119 Vacuum Packed Preserved Colonist Armor (OnUse, requested QL 1)","No capture; current RDB record is newer than items.ocp"
"PDPC","item","1","1","288318 Placard - Space for Rent (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PDPD","item","1","1","259210 Protest Placard - Respect (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PDUI","item","1","1","270397 Gift Wrapped Parade Uniform (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PEBS","item","1","1","273045 TESTLIVEITEM: StarterPack (OnUse, requested QL 200)","No capture and no unique client-data inference"
"PECG","item","1","1","297366 Pet Cage (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PEIC","item","1","1","296576 Personalized ICC ID Chip (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"PENC","item","5","5","226288 Pure Novictum Ring for the Support Unit (OnUse, requested QL 1) | 226291 Pure Novictum Ring for the Extermination Unit (OnUse, requested QL 1) | 226307 Pure Novictum Ring for the Infantry Unit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PENI","item","5","5","226290 Pure Novictum Ring for the Control Unit (OnUse, requested QL 1) | 226291 Pure Novictum Ring for the Extermination Unit (OnUse, requested QL 1) | 226307 Pure Novictum Ring for the Infantry Unit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PENM","item","5","5","226288 Pure Novictum Ring for the Support Unit (OnUse, requested QL 1) | 226290 Pure Novictum Ring for the Control Unit (OnUse, requested QL 1) | 226291 Pure Novictum Ring for the Extermination Unit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PEPC","item","1","1","259191 Protest Placard - No Mongol Meat (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PEPD","item","1","1","259196 Protest Placard - No! (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PEUF","item","1","1","270397 Gift Wrapped Parade Uniform (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PEUG","item","1","1","270397 Gift Wrapped Parade Uniform (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PEUI","item","1","1","270397 Gift Wrapped Parade Uniform (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PEWD","item","1","1","253431 Pietro's Sealed Envelope (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PFIE","item","1","1","287665 Clan Extraction Start COL SPHERE (OnEnter, requested QL 1)","No capture and no unique client-data inference"
"PFMN","item","1","1","285004 Christmas Gift (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PFOM","item","1","1","290602 Pronouncement of Magnanimity (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PFSR","item","1","1","272603 Phasefront Hoverbike Mega Collection (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PFVT","nano-only","1","1","293808 Energy Strand Spawner (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"PGCA","item","1","1","302046 Sealed Naughty Nightwear (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PGCG","item","1","1","302043 Sealed Executive Carnation Pink Suit with Skirt (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PGCH","item","1","1","302050 Sealed Executive Cardinal Red Suit with Trousers (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PGCM","item","1","1","302059 Sealed Heart Print Pajamas (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PGOM","item","1","1","290602 Pronouncement of Magnanimity (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PGON","item","1","1","290602 Pronouncement of Magnanimity (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PHCL","item","2","2","281160 Orbital Apartment Door (OnUseItemOn, requested QL 100) | 281571 Phasefront Classic - (OnUse, requested QL 100)","No capture and no unique client-data inference"
"PHHO","item","1","1","272605 Phasefront Mega Collection (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PHLN","item","1","1","301800 Sealed Phasefront Loungemaster - Orisky (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PHMT","item","1","1","287760 Playfield Item - Salvage Spawn (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PHPT","item","1","1","272604 Phasefront Hoverboard Mega Collection (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PHSN","item","1","1","301783 Sealed Phasefront Snow Speeder (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PIDJ","item","1","1","270414 Gift Wrapped Cloak Assortment #2 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PIEN","item","1","1","253431 Pietro's Sealed Envelope (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PIIP","item","1","1","287667 OT Spy Start COL SPHERE (OnEnter, requested QL 1)","No capture and no unique client-data inference"
"PIJK","item","1","1","270387 Gift Wrapped Pirate Costume (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PIQE","nano-only","1","1","285724 Prisoner Quest Second Mission Spawn Nano (OnUse, requested QL 1)","No capture and no unique client-data inference"
"PIRE","item","1","1","270417 Gift Wrapped Cloak Assortment #4 (OnUse, requested QL 1)","No capture and no unique client-data inference"
